totalItems,note_0,Adresas,Įmonės kodas,PVM kodas,Telefonas,El. paštas,note_1,link,note_6
5483,"Afera, UAB","Vasario 16-osios gatvė, Garliava, LT-53217, Kaunas",306062264,,+37068188698,uabafera@gmail.com,Darbo laikas,https://rrr.lt/afera,
5456,"Julinas, UAB","Frenkelių g. 11, Šiauliai",303289335,LT100008518916,+37061111777,juli6179@gmail.com,Darbo laikas,https://rrr.lt/julinas,
5441,"Motors Group, UAB","Vaikystės g. 10, 14184, Avižieniai",307026417,LT100017811315,+37065016394,uabmotorsgroup@gmail.com,Darbo laikas,https://rrr.lt/motorsgroup,
5327,"Visaida, UAB","Senamiesčio g. 109A, Panevėžys",303441939,LT100012420513,+37061819000,audidalys123@gmail.com,Darbo laikas,https://rrr.lt/visaida,
5294,"Igoris Novikovas, IV","Vykinto g. 10, 08118, Vilnius",1116232,LT100017345015,+37068436363,perfectparts13@gmail.com,Darbo laikas,https://rrr.lt/novikovas,
5289,"Partecha, UAB","Miliškių k. 9, Miliškiai",304159355,LT100009924313,+37061534058,julius@partecha.com,Darbo laikas,https://rrr.lt/partecha,
5251,Dovydas Stulgys,"J. Šliūpo g. 13A LT-76213, Šiauliai",1389287,LT100019633213,+37065765040,dovydodalys@inbox.lt,Darbo laikas,https://rrr.lt/juranda,
5215,"Detalėja, MB","Kaniūkų kel. 35, 64382, Alytaus r. sav., Kaniūkai",306385303,LT100017455917,+37062066677,Detaleja@gmail.com,Darbo laikas,https://rrr.lt/detaleja,
5175,"Evaldas Trakinskas, IV","Maironio g. 72, 60120, Raseiniai",923777,,+37060275065,etrakinskas@gmail.com,Darbo laikas,https://rrr.lt/etrakinskas,
5158,Vaidas Šimonėlis,"Kalvų g. 10, Narkūnų kaimas",1417247,,+37069037133,biliarda.utena@gmail.com,Darbo laikas,https://rrr.lt/biliarda,
5151,Akvilė Bučytė,"2219, Plikiai 92400, Plikiai",1269946,,+37061264023,teilecomandor@gmail.com,Darbo laikas,https://rrr.lt/teilecomandor,
5128,Tomas Matužis,"Giedriai 7, Šiaulių km. sen. 80145, Giedriai",704985,LT100016635314,+37067875764,tomodalyssiauliai@gmail.com,Darbo laikas,https://rrr.lt/tomodalys,
5068,"Madeta, MB","Lakštingalų g. 56, 87106, Telšiai",307594074,LT100019729312,+37065538803,a.daubaryte@gmail.com,Darbo laikas,https://rrr.lt/daubaryte,
5065,"N. Pinkevičiaus, IĮ","Antalgės k. Tvenkinių g. 4, Utenos r",183833544,,+37068738550,antdalys@gmail.com,Darbo laikas,https://rrr.lt/pinkeviciaus,
5065,"Auredga, UAB","Chemijos g. 105-44, Kaunas",305833216,LT100014738314,+37067054241,Auredga@gmail.com,Darbo laikas,https://rrr.lt/tdalys,
5058,"VSJ Global Automotive, MB","Nevėžio g. 12, 54326 , Jugintai",307555096,LT100019580612,+37063411411,info@vsj-ga.com,Darbo laikas,https://rrr.lt/vsj,
5013,"Morkis Auto, MB","Frenkelių g. 1, 76247, Šiauliai",305793519,LT100014999016,+37061111402,dalys@morkisauto.lt,Darbo laikas,https://rrr.lt/morkisauto,
5000,"EGMA parts, MB","Tuopų g., 69454, Gudeliai, Kazlų Rūdos r.",306918096,,+37062499989,egmaparts@gmail.com,Darbo laikas,https://rrr.lt/egmaparts,
4998,"Autoprizmė, UAB","Viršuliškių Skg. 38, Vilnius",223717130,LT237171314,+37069820446,autoprizme.parts@gmail.com,,https://rrr.lt/autoprizme,Darbo laikas
4919,"Vingio pirkliai, MB","Metalo g. 19B, Vilnius",306120842,LT100016762419,+37066077661,vingio.pirkliai@gmail.com,Darbo laikas,https://rrr.lt/vingiopirkliai,
4914,Auksės Puidokaitės-Krunkaitienės IV,"Artojų g. 7, Giedručių km., Šakių raj.",625863,,+37065263121,auvideta@gmail.com,Darbo laikas,https://rrr.lt/auvideta,
4836,MB Vilbeco,"Alyvų g. 4, Kutiškiai",307413008,,+37067500365,ibeconis@gmail.com,Darbo laikas,https://rrr.lt/rdvauto,
4802,"Barauto, MB","Miško g. 8A, 64421, Greikonys",305623285,LT100017100012,+37064955200,auto@barauto.lt,Darbo laikas,https://rrr.lt/barauto,
4784,"Rodenas Povilaitis, IV","Serbentų g. 115, Šiauliai",1176887,LT100017880711,+37068667207,rodenas.p@gmail.com,,https://rrr.lt/rodenas,Darbo laikas
4780,Matas Morkevičius,"Sniegenų g. 32, 46383, Kaunas",1048534,LT100014373418,+37060809228,matelis.morkevicius@gmail.com,,https://rrr.lt/morkevicius,Darbo laikas
4737,Daumantas Babrauskas IV,"Parko g. 16, Kazokiškės",1162883,LT100016755416,+37063489007,daumantas221@gmail.com,Darbo laikas,https://rrr.lt/daumantas,
4726,"Evaldas Giedrikas, IV","Ropokalnio g. 4, Radviliškio raj, 82220, Vėriškiu k.",1349282,LT100017137415,+37067298039,evaldasss.dalys@gmail.com,Darbo laikas,https://rrr.lt/giedrikas,
4684,"Ridara, UAB","Marijampolės g. 19, 70317 , Senkiškiai, Vilkaviškio r.",185470846,LT854708419,+37065580643,uab.ridara@gmail.com,Darbo laikas,https://rrr.lt/ridara,
4661,"Matoras, UAB","Gaurės g. 31, 72343, Tauragė",304784360,LT100012315611,+37064926007,variklis.dalys@gmail.com,Darbo laikas,https://rrr.lt/matoras,
4640,"Bimmer Place, MB","Draugystės g. 10j, 51261 , Kaunas",306288644,LT100016562315,+37063939917,Pet.raimondas@gmail.com,Darbo laikas,https://rrr.lt/bimmerplace,
4590,"EL42 dalys, MB","Gamybos g. 14, 76128, Šiauliai",307439597,,+37060295614,autodetales42@gmail.com,Darbo laikas,https://rrr.lt/el24dalys,
4588,Evaldas Sokas,"Liepų g. 4, Raseiniai",1026690,,+37060449932,evaldodalys@gmail.com,Darbo laikas,https://rrr.lt/evaldodalys,
4580,"Mita group, MB","Radikių g. 6, 54363, Domeikava, Kauno r.",307042624,LT100019492014,+37060124405,mbmitagroup@gmail.com,Darbo laikas,https://rrr.lt/mitagroup,
4569,Vitold Zadorockij Ind. veikla,"Vilniaus g. 45 Gegliškės, Vilniaus r. sav.",715488,LT100017485313,+37060440990,autosekunde@inbox.lt,Darbo laikas,https://rrr.lt/autosekunde,
4558,MB AUTOpabaiga,"Neries g. 16, Domeikava, Kauno r.",307560314,LT100019637115,+37069035237,jjvaitiekunas@gmail.com,Darbo laikas,https://rrr.lt/vaitiekunas,
4536,Elenos Balčiūnienės Individuali įmonė,"Lydekių km. 1, Joniškio raj.",303125923,LT100014810411,+37067149112,mantas.kukelka@gmail.com,Darbo laikas,https://rrr.lt/balciunienes,
4492,"Partslita, MB","H. ir O. Minkovskių g. 73F, Kaunas",304984350,,+37067222220,info@partslita.lt,Darbo laikas,https://rrr.lt/partslita,
4491,"Vipolas, MB","Šiltnamių g. 13, 66255, Druskininkai",304632000,LT100017049311,+37061636666,mbvipolas@gmail.com,Darbo laikas,https://rrr.lt/vipolas,
4457,MB Kartoma,"Šaldytuvu 61, Kaunas",307014639,,+37064706820,kartoma777@gmail.com,Darbo laikas,https://rrr.lt/kartoma,
4450,"Automarlita, UAB","Topolių g. 1F, Andrijava, Šiaulių r.",304289509,LT100010287611,+37067580105,automarlita@gmail.com,Darbo laikas,https://rrr.lt/automarlita,
4427,MB Inrido,"Ringelio g. 10, Kaliekiai",306138993,,+37060506117,detales0123@gmail.com,Darbo laikas,https://rrr.lt/detales0123,
4400,"Detalių srautas, MB","Nesvyžiaus g. 18, Vilnius, 14183, Vilnius",306978378,LT100017282013,+37067091065,info@detaliusrautas.lt,Darbo laikas,https://rrr.lt/detaliusrautas,
4397,Egidijaus Urbono Individuali įmonė,"Nepriklausomybės a. 9, Rokiškis",273178760,LT731787610,+37061260751,egidijausdalys@gmail.com,Darbo laikas,https://rrr.lt/urbono,
4373,"Jorlika, MB","Palemono g. 80, Kaunas",303168294,LT100010066010,+37069886981,jorlika@gmail.com,Darbo laikas,https://rrr.lt/jorlika,
4334,"Autoselas, MB","Tylioji g.9 Kelmė, 86132, Kelmė",306969920,LT100017497418,+37067060509,info.autoselas@gmail.com,Darbo laikas,https://rrr.lt/autoselas,
4321,"Autobavarija, MB","Savanorių pr. 286, Kaunas 49474, Kaunas",306059204,LT100017676912,+37062026403,gitaramokesiu@gmail.com,Darbo laikas,https://rrr.lt/autobavarija,
4233,"JNB SPRENDIMAI, MB","Šilelio 2-oji g. 3, 89267, Naikiai",306355185,,+37062329283,info@jnbspares.com,Darbo laikas,https://rrr.lt/stankus,
4211,"Autosvajone, UAB","Jočionių g. 53, Vilnius",303039118,LT100014183715,+37064488883,Fera555@mail.ru,Darbo laikas,https://rrr.lt/autosvajone,
4194,"Sumitas, UAB","Kalnalaukio g. 10G 19108 , Širvintos",302599726,LT100006645418,+37060049658,uabsumitas@gmail.com,Darbo laikas,https://rrr.lt/sumitas,
4113,"Daiviva, MB","Sartų g. 21, 64101, Alytus",306100238,LT100015621218,+37065222888,mbdaiviva@gmail.com,Darbo laikas,https://rrr.lt/daiviva,
4068,Darijus Mikuta IV,"M. Šimelionio g. 23, Lentvaris",922159,,+37061429853,darijusm@gmail.com,Darbo laikas,https://rrr.lt/mikuta,
4026,"Autoambrus, MB","Sandraugos g. 38, 52100, Kaunas",306096925,LT100017212719,+37064154466,autoambrus@gmail.com,,https://rrr.lt/autoambrus,Darbo laikas
4021,Sigitas Venskūnas,"Vieškeliuko g. 11, 47274, Kaunas",360578,,+37069995700,sigitassv700@gmail.com,Darbo laikas,https://rrr.lt/venskunas,
4011,"Grumada, MB","Stumbro g. 28, 47413, Šakiai, Kauno r.",306948659,LT100019101617,+37060696719,erdve999@gmail.com,Darbo laikas,https://rrr.lt/grumada,
3917,Rimantas Kasperavičius,"Kertupio g. 63, 54486, Neveronys",1343932,,+37068999972,info@srotaskaune.lt,Darbo laikas,https://rrr.lt/sarauta,
3903,"Drivehaus, MB","Garažų g 305 Raseiniai 60112, Raseiniai",305713341,,+37064810193,egidijustrapas@gmail.com,Darbo laikas,https://rrr.lt/kerlida,
3876,MB Boka Auto,"Pramonės g. 1E, Alytus",307127708,LT100019343413,+37068888007,l.baksys@gmail.com,Darbo laikas,https://rrr.lt/boka,
3838,Evaldas Bagdzevičius,"Panerių g. 51, 48334, Kaunas",600332,,+37068258326,engrostyres@gmail.com,,https://rrr.lt/evdbag,Darbo laikas
3829,"Ankita, UAB","Bijūnų g. 10, 53285, Stanaičiai",304762684,,+37060514022,karolis.simokaitis@gmail.com,Darbo laikas,https://rrr.lt/ankita,
3805,"MB, Salantana","Tiekėjų g. 19B, 97123, Kretinga",306321343,LT100015980616,+37062167100,salantana35@gmail.com,Darbo laikas,https://rrr.lt/salantanamb,
3796,"Minivenas, UAB","Draugystės g. 17N, Kaunas",300595106,LT100003215616,+37063329055,info@minivenas.lt,Darbo laikas,https://rrr.lt/minivenas,
3794,"AutoBro, MB","Fabriko g. 3a, Jonava",157044871,LT100015162718,+37064762935,info@autobro.lt,Darbo laikas,https://rrr.lt/autobro,
3771,"MB ""Detagreita""","Šiaurės Sodų 4-oji g. 54, Vilnius",306766610,,+37068380654,detagreita@gmail.com,,https://rrr.lt/drdtransport,Darbo laikas
3724,"Audrius Jackūnas, IV","Palijoniškio g. 6B, Utena",242010,LT100014830517,+37067563609,audriusjackunas060@gmail.com,Darbo laikas,https://rrr.lt/jackunas,
3724,UAB Autodoma,"Mechanizatorių g. 8, Skaudvilė",302874745,LT100007389315,+37065017444,uab.autodoma@gmail.com,Darbo laikas,https://rrr.lt/autodoma,
3629,"Vladuva, UAB","S. Lozoraičio g. 21, 53231, Garliava",135521188,LT100009876215,+37068531081,vladuva13@gmail.com,Darbo laikas,https://rrr.lt/vladuva,
3583,MB Kėbulų dalys,"Vasario 16-osios g. 30, 53216, Garliava, Kauno r.",307171875,LT100018168612,+37062649546,kebuludalys@gmail.com,Darbo laikas,https://rrr.lt/kebuludalys,
3564,"Osvaldas Rupšys, IV","Užkardos g. 9, 99336, Vileikiai",1059235,,+37063090841,osvaldasrupsys0@gmail.com,Darbo laikas,https://rrr.lt/rupsys,
3526,"MB ""Jovauto""","Draugystės g. 10F, 51261 , Kaunas",307146530,LT100017822613,+37065637633,jovaldas1@gmail.com,Darbo laikas,https://rrr.lt/jovaldas,
3478,"Harvida, MB","Alyvų g. 4D, 82100, Kutiškiai",307139361,LT100017785110,+37067793008,mbharvida@gmail.com,,https://rrr.lt/harvida,Darbo laikas
3446,"Autoparta, MB","Bituko g. 8, Kaunas",307631932,LT100019932618,+37068115400,info@autoparta.lt,Darbo laikas,https://rrr.lt/marjota,
3401,"Raimeda, UAB","Beržyno g 10, 89327 , Kruciai",302500968,LT100005351912,+37065827989,uzsakymai.autodalys@gmail.com,Darbo laikas,https://rrr.lt/raimeda,
3401,"Su kabliataškiu, UAB","Topolių g. 7, 54300, Giraitė",306437084,LT100018938117,+37066444007,uabsukabliataskiu@gmail.com,Darbo laikas,https://rrr.lt/ruzele,
3383,"Autovijuna, UAB","Kaunas, Petrašiūnai ENERGETIKŲ 50., Kauno raj.",132468054,LT324680515,+37064169020,autovijuna@gmail.com,Darbo laikas,https://rrr.lt/autovijuna,
3304,"Alvidma, UAB","Birštono g. 13, 59219, Birštonas",170788679,LT707886716,+37061612221,arturaskov8@gmail.com,Darbo laikas,https://rrr.lt/alvidma,
3288,"Vaidas Sakalauskas, IV","M. Daukšos g. 3, 69428, Kazlų Rūda",1122401,,+37067571932,dalyscars@gmail.com,Darbo laikas,https://rrr.lt/dalyscars,
3279,"Abmotors, MB","Dvaro g. 1, 20368, Žemaitkiemis, Ukmergės r.",307053325,LT100017517910,+37069663336,abmotorsmb@gmail.com,Darbo laikas,https://rrr.lt/abmotorsmb,
3262,"Lina Rudelienė, IV","Vytauto g. 7A, Molainiai",691113,LT100011743516,+37069907806,lina.rudeliene@gmail.com,Darbo laikas,https://rrr.lt/linosdalys,
3248,"Vitalijus Andrijanovas, IV","Žagienio g. 14, Panevėžys",911957,,+37069196505,sales.vtautoparts@gmail.com,Darbo laikas,https://rrr.lt/vtautoparts,
3192,Egidijus Stražnickas,"Sodžiaus g. 18, Marijampolė",23044,,+37069998123,egidijus.straznickas@gmail.com,Darbo laikas,https://rrr.lt/straznickas,
3171,Ramūnas Čiupkevičius,"Sasnavos g. 74A, Marijampolė",1431544,LT100018332513,+37068744930,ramasramse@gmail.com,Darbo laikas,https://rrr.lt/ciupkevicius,
3070,"Edgaras Mankauskas, IV","Plytinės g. 52, 45406, Kaunas",1292357,,+37067498231,vitasben3@gmail.com,Darbo laikas,https://rrr.lt/mankauskas,
3070,"Dainius Volkovas, IV","Taikos g. 18, 97170, Kretinga",1181260,,+37060634300,Elpastaslt@gmail.com,Darbo laikas,https://rrr.lt/volkovas,
3043,Edvinas Stučys,"Kertupio g. 63, 54486 , Neveronys",1466049,,+37065411884,edvistucys888@gmail.com,Darbo laikas,https://rrr.lt/esiv,
3024,"Autogata, UAB","Vilniaus g. 28, 59115, Prienai",300088245,LT100001632812,+37068744880,autogata@yahoo.com,Darbo laikas,https://rrr.lt/autogata,
2985,"Juozas Liudvinavičius, IV","Zversos g. 52A, 54467, Ramučiai, Kauno r.",1311381,LT100017213919,+37063908187,liudvinaviciusjuozas@gmail.com,Darbo laikas,https://rrr.lt/liudvinavivius,
2980,"Pavel Olševski, IV","Melioratorių g. 65, Vilnius",667245,,+37060731599,bmwlegolt@gmail.com,,https://rrr.lt/autobecha,Darbo laikas
2968,"Cars and parts, MB","Strėvos g. 9, 56362, Būbliai, Kaišiadorių r.",306670804,LT100017265518,+37065023555,carsandpartsinfo@gmail.com,,https://rrr.lt/carsandparts,Darbo laikas
2937,"Tiko automobiliai, UAB","Pramonės g. 12, Karlų k.",304123359,LT100010855117,+37061979777,tikodalys@gmail.com,Darbo laikas,https://rrr.lt/tikoautomobiliai,
2926,"CarPro LT, UAB","Varnių g. 48e, Kaunas",302769445,LT100006816810,+37065707800,dalys@carpro.lt,,https://rrr.lt/carprolt,Darbo laikas
2922,"PartsPoint, UAB","Pramonės g. 28b, 72318, Tauragė",306441613,LT100019018716,+37065557005,uabpartspoint@gmail.com,Darbo laikas,https://rrr.lt/partspoint,
2839,"Deividas Lalas, IV","Žirgyno g. 7, Margava 54471, Margava",1069813,LT100015215510,+37062291121,deividaslalas@gmail.com,Darbo laikas,https://rrr.lt/mdautoparts,
2832,"AutoChata, MB","Ožkinių g. 54, 08405 , Vilnius",306970328,,+37060776969,autochatainfo@gmail.com,Darbo laikas,https://rrr.lt/autochata,
2819,"K&D auto, UAB","Marijampolės g. 9, 69210 , Kalvarija",302892120,LT100007361910,+37065614549,autokd.info@gmail.com,Darbo laikas,https://rrr.lt/kdauto,
2808,MB Uni Motors,"Gamyklos g. 4, 96155 , Gargždai",306689893,LT100016683415,+37062793686,umdalys@inbox.lt,Darbo laikas,https://rrr.lt/umdalys,
2750,"Jolanus, UAB","Aukštaičių g. 11, 44148, Kaunas",304096944,LT100009861318,+37067058794,jolanusdalys@gmail.com,Darbo laikas,https://rrr.lt/jolanus,
2723,Airidas Kastečka,"Perkūno g. 2, Domeikava",1119900,,+37067659933,airidas.kastecka@gmail.com,Darbo laikas,https://rrr.lt/airdeta,
2721,"Silver Auto, MB","Linų g. 42, 20174, Ukmergė",305998666,LT100017698913,+37069647504,silverautomb@gmail.com,,https://rrr.lt/silverauto,Darbo laikas
2705,"Euro eight, MB","Vėrupės g. 10, 54328, Babtai",306221193,LT100016169811,+37068389972,vytautas.k84@gmail.com,Darbo laikas,https://rrr.lt/euroeight,
2698,Karolis Ališauskas,"Vienybės g. 10, Kaunas 51384, Kaunas",1152287,,+37067694981,litas2@inbox.lt,Darbo laikas,https://rrr.lt/121,
2632,"Alkubis, UAB","Savanorių pr. 272, Vilnius",123739364,LT237393610,+37068677024,dsinkunas@gmail.com,Darbo laikas,https://rrr.lt/alkubis,
2621,Gražvydas Švalkūnas,"Nuklono g. 19, 78349, Šiauliai",1043561,,+37060883055,grazvis45@gmail.com,Darbo laikas,https://rrr.lt/grazvydas,
2611,"Montonik, MB","Vandžiogalos pl. 106H, 54358, Domeikava",306280291,LT100015812716,+37067329029,info@montonik.com,Darbo laikas,https://rrr.lt/montonik,
2598,Alvydas Peldūnas,"Liepų g. 14, Raseiniai",1358436,,+37067036095,alvydas.peldunas@gmail.com,Darbo laikas,https://rrr.lt/autodetas,
2501,"Valdauto transportas, MB","Mindaugo g. 42, 01311, Vilnius",305572976,LT100014492915,+37064549343,pardavimai@valdauto.lt,Darbo laikas,https://rrr.lt/valdauto,
2499,"Robparts, UAB","Marijampolės g. 10, LT-76181, Šiauliai",307590204,LT100019835616,+37064543800,Uabrobparts@gmail.com,Darbo laikas,https://rrr.lt/robparts,
2468,UAB „PROSERA“,"Pakalnės g. 54, 20268, Dainava, Ukmergės r.",306658435,LT100016590512,+37063555551,rrrprosera@gmail.com,,https://rrr.lt/prosera,Darbo laikas
2419,"Dalimta, MB","Liepų g. 85A, 92195, Klaipėda",306641749,,+37060049400,mbdalimta@gmail.com,Darbo laikas,https://rrr.lt/dalimta,
2386,MB Ekauto,"J. Kubiliaus g. 8, 69203, Kalvarija",305931703,LT100016305313,+37063921691,edgaras.kabelka@gmail.com,Darbo laikas,https://rrr.lt/ekautomb,
2379,Giedrius Luksys IV,"Liepų g. 19, 69170, Liudvinavas",1419999,,+37061805045,giedriusluksys@gmail.com,Darbo laikas,https://rrr.lt/luksys,
2368,Paulius Žostautas,"Pušaloto g. 189, 35291 , Panevėžys",1394688,,+37063889888,argintus@gmail.com,Darbo laikas,https://rrr.lt/argintus,
2359,"Qonago, UAB","Gėlių g. 89, 53330, Tabariškiai",302735635,LT100006858715,+37065661966,qonago@gmail.com,Darbo laikas,https://rrr.lt/qonago,
2340,"Alfaauta, UAB","A. Mickevičiaus g. 179, Čekoniškės",124643835,LT100011247719,+37060029938,40873@inbox.lt,,https://rrr.lt/alfaauta,Darbo laikas
2330,"Rimaneva, MB","Žalioji g. 2A, Garliava, 53249, Garliava",305788721,LT100014264114,+37068619352,mbrimaneva@gmail.com,,https://rrr.lt/rimaneva,Darbo laikas
2325,MB Rimkerta,"Smiltyno g. 9, 71410, Kaimelis",304473181,LT100010764116,+37060848919,gm.rimkerta@gmail.com,Darbo laikas,https://rrr.lt/rimkerta,
2323,"Kudvinta, UAB","Šilo g. 10, 53285, Tvarkiškiai",306371595,,+37060707218,Kudvinta@gmail.com,Darbo laikas,https://rrr.lt/kudvinta,
2309,Vitalijus Budrevičius,"A. Mickevičiaus g. 101H, 14171, Papiškės",1420966,,+37068110002,autodeal333@gmail.com,,https://rrr.lt/autodeal,Darbo laikas
2248,Juozas Mazėtis,"V. Bielskaus g. 1B, 69337, Balsupiai",951869,,+37063190900,juozasmaz214@gmail.com,Darbo laikas,https://rrr.lt/mazetis,
2216,"Burbulis motors, MB","Chemijos g. 105, 51336, Kaunas",306085829,LT100019665012,+37064700967,burbulismotors@gmail.com,Darbo laikas,https://rrr.lt/burbulismotors,
2187,V. Alesiaus įmonė Motus,"Pievų g. 4, Juragių k.",165631765,LT656317610,+37067728237,atmotus@gmail.com,Darbo laikas,https://rrr.lt/motus,
2168,MB HMB investments,"Parko g. 1a, , Avižieniai",307437977,LT100019401616,+37062983929,info@hmb.lt,,https://rrr.lt/revumotors,Darbo laikas
2147,UAB Laimtada,"Pramonės g. 19d, Telšiai",303039196,LT100008536312,+37062242007,laimtada@gmail.com,Darbo laikas,https://rrr.lt/laimtada,
2080,"Rolandas Bekešius, IV","Ukmergės g. 292-88, 12105, Vilnius",1373692,,+37067172216,rolandas.bekesius@gmail.com,Darbo laikas,https://rrr.lt/bekesius,
2065,"UAB, Toko group","Blindžių g. 1, Ilgakiemis",306181140,LT100015970417,+37060857407,autodalys2022@gmail.com,,https://rrr.lt/amberplius,Darbo laikas
2052,"Transluck, UAB","Ramunių g. 38, LT-37457, Panevėžys",302499220,LT100005322010,+37068822009,transluck@transluck.lt,Darbo laikas,https://rrr.lt/danielis,
2052,"Euroamerikana, UAB","Mainų g. 31, 94101, Klaipėda",304890506,LT100011839312,+37068537227,dominykas@euroamerikana.lt,Darbo laikas,https://rrr.lt/euroamerikana,
2037,Algis Murinas,"Ežero g. 25, Kaunas",565446,,+37065017848,malgimas@gmail.com,,https://rrr.lt/murinas,Darbo laikas
2034,Marius Žuromskas IV,"Pramonės g. 105, 11115 , Vilnius",1451471,,+37068679601,garazuvaldovas@gmail.com,Darbo laikas,https://rrr.lt/mskas,
2025,Kastytis Petrauskas,"Topolių g. 7, 54310, Giraitė, Kauno r.",1440026,,+37064904566,apetrauskas12@gmail.com,Darbo laikas,https://rrr.lt/petrauskas,
2001,"Ilgas Verslas, MB","Blindžių g. 1, 53288, Ilgakiemis",306963045,LT100017103017,+37064600323,ilgasverslas@gmail.com,Darbo laikas,https://rrr.lt/barzdzius,
1995,"Car unite, MB","Vilnius, Dzūkų g. 2, LT-02163, Vilnius",306171089,LT100017551618,+37063576489,info@partselo.lt,Darbo laikas,https://rrr.lt/carunite,
1993,MB Varikliu Pasaulis,"Elektrėnų g. 8D, 51221, Kaunas",307546599,LT100019487916,+37065960900,Saulius.radzevicius62@gmail.com,Darbo laikas,https://rrr.lt/partsaulius,
1991,AUTO PAKALNĖ MB,"Maironio g. 27A, Baisogala",307007406,LT100018398415,+37067722241,autopakalne@gmail.com,Darbo laikas,https://rrr.lt/baisogalosdalys,
1937,"Uždaroji akcinė bendrovė ""TAUJA""","Kruojos g. 3, Šniūraičiai",171427895,LT714278917,+37068611127,info@tauja.lt,Darbo laikas,https://rrr.lt/tauja,
1934,"Gytis Vėlavičius, IV","M. K. Čiurlionio g. 49, 72189, Tauragė",1367497,,+37063947553,gytis.velavicius1@gmail.com,,https://rrr.lt/velavicius,Darbo laikas
1927,"Zauto, IĮ","Pavasario g. 4, 62481, Užubaliai",305768366,LT100016387116,+37061229033,zauto.titas@gmail.com,Darbo laikas,https://rrr.lt/zauto,
1921,"Detalės, MB","Kazimieravos k. 5, 54394, Kazimierava",305912329,,+37067746787,mbdetales1@gmail.com,Darbo laikas,https://rrr.lt/detales,
1914,"Xautoslava, MB","Pušyno g. 19G-2, 54447, Karmėlava, Kauno r.",307535827,,+37067914065,intendantas@gmail.com,Darbo laikas,https://rrr.lt/vaulinas,
1884,"Lamotors, MB","Dobilų g. 9, Juočikiai",307126499,LT100017741018,+37066772389,andrej.lamotors@gmail.com,Darbo laikas,https://rrr.lt/lamotors,
1854,"MB, 3T Auto","Šermukšnių g. 47, 35114, Panevežys",307025571,LT100017409015,+37065890995,3t.auto3@gmail.com,Darbo laikas,https://rrr.lt/adomavicius,
1772,"MB ""GiPi""","Molėtų g. 80, 28135, Utena",307080379,,+37065021271,mbgipi24@gmail.com,Darbo laikas,https://rrr.lt/ag53,
1762,MB Aredauto,"Gluosnių g. 1D, 80200, Bubiai",307196921,LT100019210314,+37066449262,infoaredauto@gmail.com,Darbo laikas,https://rrr.lt/aredauto,
1758,Alvydas Keras,"Rašės g. 6, Plaušų k., Utenos r. sav.",601962,LT100016319313,+37067822286,usedtoyota406@gmail.com,,https://rrr.lt/keras,Darbo laikas
1757,"Emariauto, MB","Pramonės g. 13, 53285 , Stanaičiai",307592511,,+37061433532,info.eemiauto@gmail.com,Darbo laikas,https://rrr.lt/emariauto,
1737,"Viltė Mikalauskaitė, IV","Joninių g. 7, 54354, Domeikava, Kauno r.",1088552,,+37068686454,kestmika@gmail.com,Darbo laikas,https://rrr.lt/kestmika,
1691,"UAB ""Kuksis""","Miškininkų g. 4, 42150 , Rokiškis",173725335,LT737253314,+37069816970,kuksisrrr@gmail.com,Darbo laikas,https://rrr.lt/kuksis,
1673,"Autoserviso Paslauga, MB","R. Kalantos g. 15B, Kaunas",305399905,,+37068784056,colourparts@gmail.com,Darbo laikas,https://rrr.lt/colourparts,
1664,"Donatas Audėjaitis, IV","J. Biliūno g. 57, Šlienava",1183731,,+37067720779,donatas122@gmail.com,Darbo laikas,https://rrr.lt/audejaitis,
1653,MB RSM PARTS,"Vienybės g. 3a, Raudondvaris",306963440,LT100017076016,+37060156218,Raudeta@gmail.com,,https://rrr.lt/raudeta,Darbo laikas
1578,Jurgita Sabutienė IV,"Drobės g. 75, 45182, Kaunas",1396084,,+37067673298,pbmj400@gmail.com,Darbo laikas,https://rrr.lt/sabutis,
1576,MB Partfit,"Chemijos g. 27A, 51332, Kaunas",307560613,,+37068301283,rmatakas@yahoo.ie,Darbo laikas,https://rrr.lt/partfit,
1575,MB Partrun,"Pramonės g. 16, Tauragė",307075528,LT100019059612,+37063097440,mbpartrun@gmail.com,Darbo laikas,https://rrr.lt/partrun,
1534,"Autovirma, UAB","Piliakalnio g. 13, 06229, Vilnius",301846084,,+37061028619,autovirma@gmail.com,Darbo laikas,https://rrr.lt/autovirma,
1532,"Angliškų automobilių dalys, UAB","Kirtimų g. 61, Vilnius",304245046,LT100010344816,+37065907166,angliskosdalys@gmail.com,Darbo laikas,https://rrr.lt/angliskosdalys,
1525,"Deividas Lideikis, IV","Islandijos pl. 91, 49176, Kaunas",1221056,,+37065441367,deividaslideikis@gmail.com,Darbo laikas,https://rrr.lt/lideikis,
1499,MB Partingas,"Kriaučiūnų k. 4, Panevėžio r., Kriaučiūnai, Panevėžio r.",307247472,,+37063661166,partingasmb@gmail.com,Darbo laikas,https://rrr.lt/bacevicius,
1481,Justinas Bakanas,"Komaro g. 2A, 42344 , Kavoliškis",1485241,,+37062477557,justinasbakanas96@gmail.com,Darbo laikas,https://rrr.lt/bakanas,
1459,Modestas Šereika IV,"Sutrės vs. 5, Sutrė",1410376,LT100018185612,+37062778999,autoopartss999@gmail.com,Darbo laikas,https://rrr.lt/sereika,
